title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Stacked squeeze-and-excitation recurrent residual network for visual-semantic matching,https://www.sciencedirect.com/science/article/pii/S003132032030162X,Cited by 2,"https://scholar.google.com/scholar?q=related:kAYJi09Ql14J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",227,All 2 versions,"H Wang, Z Ji, Z Lin, Y Pang, X Li - Pattern Recognition, 2020 - Elsevier","… Specifically, SER 2 incorporates the residual learning and inverse recurrent connection into the
squeeze-and-excitation learning block, which allows for utilizing complementary current
information and residual information to improve the modality-specific representation ability … 
"
ResDNN: deep residual learning for natural image denoising,https://digital-library.theiet.org/content/journals/10.1049/iet-ipr.2019.0623,,"https://scholar.google.com/scholar?q=related:cJYT_xVpWjcJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",228,All 3 versions,"G Singh, A Mittal, N Aggarwal - IET Image Processing, 2020 - IET","Image denoising is a thoroughly studied research problem in the areas of image processing and computer vision. In this work, a deep convolution neural network with added benefits of residual learning for image denoising is proposed. The network is composed of convolution …"
Regional detection of traffic congestion using in a large-scale surveillance system via deep residual TrafficNet,https://ieeexplore.ieee.org/abstract/document/8532117/,Cited by 18,"https://scholar.google.com/scholar?q=related:iAKAedtxKi8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",229,All 3 versions,"P Wang, W Hao, Z Sun, S Wang, E Tan, L Li… - IEEE Access, 2018 - ieeexplore.ieee.org","… In order to detect traffic congestion, a network structure is proposed based on residual
learning to be fine-tuned and pre-trained … It utilized the concept of shortcut connections,
stacked by a set of residual blocks for residual learning … 
"
Exploring the depths of recurrent neural networks with stochastic residual learning,http://cs224d.stanford.edu/reports/PradhanLongpre.pdf,Cited by 7,"https://scholar.google.com/scholar?q=related:SlOI2N3GBrIJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",230,All 2 versions,"S Pradhan, S Longpre - 2016 - cs224d.stanford.edu","Recent advancements in feed-forward convolutional neural network architecture have unlocked the ability to effectively use ultra-deep neural networks with hundreds of layers. However, with a couple exceptions, these advancements have mostly been confined to the …"
Rice plant disease detection and classification using deep residual learning,https://link.springer.com/chapter/10.1007/978-981-15-6315-7_23,Cited by 2,"https://scholar.google.com/scholar?q=related:AGJaQLkpoREJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",231,,"S Patidar, A Pandey, BA Shirish, A Sriram - … on Machine Learning, Image …, 2020 - Springer","In the present scenario, India's economy highly depends upon the farming output and agricultural productivity. Hence, identifying and detecting diseases in the crops or plants become profoundly important, as it is very natural for plants out there in the fields to get …"
Gated residual networks with dilated convolutions for supervised speech separation,https://ieeexplore.ieee.org/abstract/document/8461819/,Cited by 29,"https://scholar.google.com/scholar?q=related:hxDDqytI_uIJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",232,All 4 versions,"K Tan, J Chen, DL Wang - 2018 IEEE International Conference …, 2018 - ieeexplore.ieee.org","… The proposed model incorporates dilated convolutions, gating mechanism- s and residual
learning … Index Terms— dilated convolutions, residual learning, gated linear units,
phase-sensitive mask, speech separation. 1. INTRODUCTION … 
"
Residual Learning With Multifactor Extreme Learning Machines for Waveheight Prediction,https://ieeexplore.ieee.org/abstract/document/9118912/,,"https://scholar.google.com/scholar?q=related:gFBHZ-tUTO8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",233,,"T Wang, S Gao, F Bi, Y Li, D Guo… - IEEE Journal of Oceanic …, 2020 - ieeexplore.ieee.org","We explore the use of extreme learning machines (ELMs) for ocean waveheight prediction. Ocean waveheight variations are affected by multiple factors, such as air pressure, wind speed, and wind direction. To investigate the effects of these factors on waveheight …"
Residual dense network for intensity-guided depth map enhancement,https://www.sciencedirect.com/science/article/pii/S0020025519303913,Cited by 8,"https://scholar.google.com/scholar?q=related:sOXsgulQSrMJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",234,All 2 versions,"Y Zuo, Y Fang, Y Yang, X Shang, B Wang - Information Sciences, 2019 - Elsevier","… Furthermore, local residual learning and global residual learning are adopted in the output of
each up-sampling sub-network and the whole network respectively … Deep convolutional neural
network. Guided depth map enhancement. Residual learning. Dense connection … 
"
Residual learning and LSTM networks for wearable human activity recognition problem,https://ieeexplore.ieee.org/abstract/document/8482968/,Cited by 6,"https://scholar.google.com/scholar?q=related:LsMX8wzQ8C0J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",235,,"S Yu - 2018 37th Chinese Control Conference (CCC), 2018 - ieeexplore.ieee.org","Human activity recognition (HAR) has become an important research area in pervasive computing because of its extensive applications in solving real-life, human-centric problems. Due to the spatial complexity and temporal divergence of human behavior data …"
Gated residual networks with dilated convolutions for monaural speech enhancement,https://ieeexplore.ieee.org/abstract/document/8492428/,Cited by 50,"https://scholar.google.com/scholar?q=related:eKnOWjf11VgJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",236,All 8 versions,"K Tan, J Chen, DL Wang - IEEE/ACM transactions on audio …, 2018 - ieeexplore.ieee.org","… The CNN model additionally incorporates gating mecha- nisms and residual learning …
Index Terms—Dilated convolutions, residual learning, gated lin- ear units,
sequence-to-sequence mapping, speech enhancement. I. INTRODUCTION … 
"
Analysis of deep networks with residual blocks and different activation functions: classification of skin diseases,https://ieeexplore.ieee.org/abstract/document/8936083/,Cited by 13,"https://scholar.google.com/scholar?q=related:W9wgLgymEE4J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",237,,"E Goceri - 2019 Ninth international conference on image …, 2019 - ieeexplore.ieee.org","… used. Therefore, in this work, four network models have been implemented to analyze
the effect of two activation functions (ReLU and SELU) and residual learning for image
classification using the same data sets. To evaluate … 
"
Cotton pests classification in field-based images using deep residual networks,https://www.sciencedirect.com/science/article/pii/S0168169919311342,Cited by 6,"https://scholar.google.com/scholar?q=related:M2w9RqWfvbYJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",238,All 3 versions,"AN Alves, WSR Souza, DL Borges - Computers and Electronics in …, 2020 - Elsevier","… A new ground-truth dataset containing RGB cotton field images is presented, along with a novel
deep residual learning design to classify major pests automatically from given images … 2.2.
Convolutional Neural Networks (CNN) and Deep Residual Learning … 
"
Noise attenuation for seismic image using a deep residual learning,https://library.seg.org/doi/abs/10.1190/segam2018-2997974.1,Cited by 4,"https://scholar.google.com/scholar?q=related:k-A7wqeTegoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",239,All 2 versions,"Y Zhang, H Lin, Y Li - SEG Technical Program Expanded Abstracts …, 2018 - library.seg.org","Random noise elimination acts as an significant role in the seismic signal processing. In this paper, we are investigating the use of a Convolutional Neural Network (CNN) for noise removal of seismic image. We use a residual learning framework to train the neural network …"
Analysis of transfer and residual learning for detecting plant diseases using images of leaves,https://link.springer.com/chapter/10.1007/978-981-13-1135-2_23,Cited by 5,"https://scholar.google.com/scholar?q=related:luLyG6ELOZwJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",240,All 4 versions,"I Khandelwal, S Raman - … , Applications and Future Directions-Volume II, 2019 - Springer",The study of plant diseases is critical for alleviating the problem of food security all over the world. The most critical step in mitigating this problem is the correct and appropriate timely identification of the disease. The first step in identification of a disease is visual inspection …
Segmentation of drivable road using deep fully convolutional residual network with pyramid pooling,https://link.springer.com/article/10.1007/s12559-017-9524-y,Cited by 27,"https://scholar.google.com/scholar?q=related:5G2VLZ6B9CAJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",241,All 2 versions,"X Liu, Z Deng - Cognitive Computation, 2018 - Springer","… This paper proposes an RPP model for monocular vision-based road detection based on the
combination of fully convolutional network, residual learning, and pyramid pooling. Specifically,
the RPP is a deep fully convolutional residual neural network with pyramid pooling … 
"
Residual neural networks for digital predistortion,https://ieeexplore.ieee.org/abstract/document/9322327/,Cited by 1,"https://scholar.google.com/scholar?q=related:s-lJOl9sR48J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",242,All 2 versions,"Y Wu, U Gustavsson, AG i Amat… - … 2020-2020 IEEE …, 2020 - ieeexplore.ieee.org","… To tackle this problem, we build a connection between residual learning and the PA
nonlinear- ity, and propose a novel residual neural network structure, referred to as
the residual real-valued time-delay neural network (R2TDNN) … 
"
Deep residual networks for plant identification,https://www.sciencedirect.com/science/article/pii/S1877050919306945,Cited by 10,"https://scholar.google.com/scholar?q=related:PayQ5hqIBd0J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",243,,"V Bodhwani, DP Acharjya, U Bodhwani - Procedia Computer Science, 2019 - Elsevier","… For the large-scale classification of plants in the natural environment, a 50-layer deep
residual learning framework consisting of 5 stages is designed … Kaiming He et al. [14]
presented a framework for residual learning to speed up network training … 
"
Fast deep parallel residual network for accurate super resolution image processing,https://www.sciencedirect.com/science/article/pii/S0957417419301940,Cited by 4,"https://scholar.google.com/scholar?q=related:qV2CjPPTZAkJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",244,All 2 versions,"F Sha, SM Zandavi, YY Chung - Expert Systems with Applications, 2019 - Elsevier","… In this paper, a novel Deep Parallel Residual Network (DPRN) has been proposed which has
been proved to be a fast and efficient algorithm to solve SISR problems using residual learning …
Super-resolution. Deep convolutional network. Residual learning. 1. Introduction … 
"
Conditional generative adversarial network with densely-connected residual learning for single image super-resolution,https://link.springer.com/article/10.1007/s11042-020-09817-2,,"https://scholar.google.com/scholar?q=related:7BMiW4WDfEwJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",245,,"J Qiao, H Song, K Zhang, X Zhang - Multimedia Tools and Applications, 2021 - Springer","Recently, generative adversarial network (GAN) has been widely employed in single image super-resolution (SISR), achieving favorably good perceptual effects. However, the SR outputs generated by GAN still have some fictitious details, which are quite different from the …"
Enabling Deep Residual Networks for Weakly Supervised Object Detection,https://link.springer.com/chapter/10.1007/978-3-030-58598-3_8,Cited by 1,"https://scholar.google.com/scholar?q=related:E_wh5EGbu0IJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",246,,"Y Shen, R Ji, Y Wang, Z Chen, F Zheng… - … on Computer Vision, 2020 - Springer","… In this paper, we discover the intrinsic root with sophisticated analysis and propose a sequence
of design principles to take full advantages of deep residual learning for WSOD from the
perspectives of adding redundancy, improving robustness and aligning features … 
"
A novel 2-D current signal-based residual learning with optimized softmax to identify faults in ball screw actuators,https://ieeexplore.ieee.org/abstract/document/9123348/,Cited by 1,"https://scholar.google.com/scholar?q=related:aoJg3lm6Z1gJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",247,,"N Riaz, SIA Shah, F Rehman, SO Gilani, E Udin - IEEE Access, 2020 - ieeexplore.ieee.org",Ball screw electro-mechanical actuators are commonly found in high precision motion control applications including aerospace systems as well as automated setups for industries. These actuators perform flight/application critical job and ball screw drives are responsible …
A New Multiscale Residual Learning Network for HSI Inconsistent Noise Removal,https://ieeexplore.ieee.org/abstract/document/9295378/,,"https://scholar.google.com/scholar?q=related:Zs2PHG5ld24J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",248,,"Y Yuan, H Ma, G Liu - IEEE Geoscience and Remote Sensing …, 2020 - ieeexplore.ieee.org","Hyperspectral image (HSI) often suffers from various noise disturbances which makes the interpretation difficult. To solve this problem, a lot of HSI denoising algorithms have been proposed and widely used. Although many convolution neural network (CNN) based …"
Multiscale kernel based residual convolutional neural network for motor fault diagnosis under nonstationary conditions,https://ieeexplore.ieee.org/abstract/document/8842598/,Cited by 11,"https://scholar.google.com/scholar?q=related:BK42csl9MOcJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",249,All 4 versions,"R Liu, F Wang, B Yang, SJ Qin - IEEE Transactions on Industrial …, 2019 - ieeexplore.ieee.org","… In the proposed method, residual learning is em- bedded into the multiscale kernel CNN to avoid
performance degradation and build a deeper network … A. Residual Learning The analysis object
for industrial system fault diagnosis is usually a long 1-D complex vibration signal … 
"
Rdfnet: Rgb-d multi-level residual feature fusion for indoor semantic segmentation,https://ieeexplore.ieee.org/abstract/document/8237795/,Cited by 33,"https://scholar.google.com/scholar?q=related:tCT_TtsIqu8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",250,All 4 versions,"S Lee, SJ Park, KS Hong - 2017 IEEE International Conference …, 2017 - ieeexplore.ieee.org","… depth score maps. To learn the optimal fusion of multi- modal features, this paper
presents a novel network that ex- tends the core idea of residual learning to
RGB-D seman- tic segmentation. Our network effectively captures … 
"
Dilated residual networks with symmetric skip connection for image denoising,https://www.sciencedirect.com/science/article/pii/S0925231219301304,Cited by 16,"https://scholar.google.com/scholar?q=related:5F4y6G6f0tUJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",251,All 2 versions,"Y Peng, L Zhang, S Liu, X Wu, Y Zhang, X Wang - Neurocomputing, 2019 - Elsevier","… denoising. Some new approaches, such as residual learning and batch normalization
are quite effective at accelerating the training process as well as improving accuracy.
The … 27]. 2.2. Residual learning for image restoration. In … 
"
LSRN: A Recurrent Residual Learning Framework for Continuous Wireless Channel Estimation Using Super-Resolution Concept,https://ieeexplore.ieee.org/abstract/document/9004566/,,"https://scholar.google.com/scholar?q=related:0v-_ptjcWNMJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",252,,"S Zhang, Y Liu, Q Shi, S Xu, S Cao - IEEE Access, 2020 - ieeexplore.ieee.org","As only a few parts of wireless resources can be utilized for pilot transmission, channel estimation, especially the interpolation process, has often been recognized as a challenging ill-posed reconstruction problem. To deal with this task, we formulate it as a typical image …"
IM2HEIGHT: Height estimation from single monocular imagery via fully residual convolutional-deconvolutional network,https://arxiv.org/abs/1802.10249,Cited by 34,"https://scholar.google.com/scholar?q=related:fNnFqwQ_qNAJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",253,All 3 versions,"L Mou, XX Zhu - arXiv preprint arXiv:1802.10249, 2018 - arxiv.org","… We propose a fully convolutional-deconvolutional network architecture being trained
end-to-end, encompassing residual learning, to model the ambiguous mapping
between monocular remote sensing images and height maps … 
"
Indoor Fingerprinting with Bimodal CSI Tensors: A Deep Residual Sharing Learning Approach,https://ieeexplore.ieee.org/abstract/document/9205855/,,"https://scholar.google.com/scholar?q=related:HwfLNYVWG9YJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",254,,"X Wang, X Wang, S Mao - IEEE Internet of Things Journal, 2020 - ieeexplore.ieee.org","Wi-Fi based indoor fingerprinting is attracting increasing interest in the research community due to the ubiquitous access in indoor environments. In this paper, we propose ResLoc, a deep residual sharing learning based system for indoor fingerprinting using bimodal …"
Multi-scale feature fusion residual network for Single Image Super-Resolution,https://www.sciencedirect.com/science/article/pii/S0925231219315140,Cited by 10,"https://scholar.google.com/scholar?q=related:wBDYPmB2AXwJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",255,All 2 versions,"J Qin, Y Huang, W Wen - Neurocomputing, 2020 - Elsevier","… for SISR. Based on the residual learning, we propose a multi-scale feature fusion
residual block (MSFFRB) with multiple intertwined paths to adaptively detect and
fuse image features at different scales. Furthermore, the outputs … 
"
A kinect-based workplace postural analysis system using deep residual networks,https://ieeexplore.ieee.org/abstract/document/8088272/,Cited by 18,"https://scholar.google.com/scholar?q=related:k8F3pBjOkcoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",256,All 2 versions,"A Abobakr, D Nahavandi, J Iskander… - 2017 IEEE …, 2017 - ieeexplore.ieee.org","… The proposed method applies the deep residual learning framework that has demonstrated
impressive convergence speed and generalization capabilities in addressing different vision
tasks such as object recognition, localization and detection … Fig. 3: Residual learning block … 
"
Improved breast mass segmentation in mammograms with conditional residual u-net,https://link.springer.com/chapter/10.1007/978-3-030-00946-5_9,Cited by 14,"https://scholar.google.com/scholar?q=related:OlZ_tR54YNYJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",257,All 5 versions,"H Li, D Chen, WH Nailon, ME Davies… - Image Analysis for …, 2018 - Springer","We explore the use of deep learning for breast mass segmentation in mammograms.
By integrating the merits of residual learning and probabilistic graphical modelling with
standard U-Net, we propose a … 2.1 U-Net with Residual Learning … 
"
Residual-Aided End-to-End Learning of Communication System without Known Channel,https://arxiv.org/abs/2102.10786,,,258,All 2 versions,"H Jiang, S Bi, L Dai - arXiv preprint arXiv:2102.10786, 2021 - arxiv.org","Leveraging powerful deep learning techniques, the end-to-end (E2E) learning of communication system is able to outperform the classical communication system. Unfortunately, this communication system cannot be trained by deep learning without known …"
Integration of Adversarial Autoencoders With Residual Dense Convolutional Networks for Estimation of Non‐Gaussian Hydraulic Conductivities,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2019WR026082,Cited by 23,"https://scholar.google.com/scholar?q=related:Q6TTMgDmtVsJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",259,All 5 versions,"S Mo, N Zabaras, X Shi, J Wu - Water Resources Research, 2020 - Wiley Online Library","… Research Article. Integration of Adversarial Autoencoders With Residual Dense
Convolutional Networks for Estimation of Non‐Gaussian Hydraulic Conductivities.
Shaoxing Mo: orcid.org/https://orcid.org/0000-0003-2831-4805 … 
"
Deep quantification down-plain-upsampling residual learning for single image super-resolution,https://link.springer.com/content/pdf/10.1007/s13042-020-01083-w.pdf,,"https://scholar.google.com/scholar?q=related:cYehmgbdJIwJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",260,,"S Huang, H Zhu, Y Yang, Y Zuo, Y Tang - … Journal of Machine Learning …, 2020 - Springer","Deep convolutional neural networks have been widely used in single image super-resolution (SISR) with great success. However, the performance and efficiency of such models need to be improved for practical applications. In this paper, a novel deep …"
Pyramid-structured depth map super-resolution based on deep dense-residual network,https://ieeexplore.ieee.org/abstract/document/8853318/,Cited by 9,"https://scholar.google.com/scholar?q=related:p5gFyzctKncJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",261,All 4 versions,"L Huang, J Zhang, Y Zuo, Q Wu - IEEE Signal Processing …, 2019 - ieeexplore.ieee.org","… Specially, our networks are made up of dense residual blocks that use densely
connected layers and residual learning to model the mapping between high-frequency
residuals and low-resolution (LR) depth map. Furthermore … 
"
Infrared aerothermal nonuniform correction via deep multiscale residual network,https://ieeexplore.ieee.org/abstract/document/8637823/,Cited by 10,"https://scholar.google.com/scholar?q=related:39s5jS8yHaoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",262,All 2 versions,"Y Chang, L Yan, L Liu, H Fang… - IEEE geoscience and …, 2019 - ieeexplore.ieee.org","… The multiscale subnetworks utilize the multiscale property in the images, and the
long–short-term residual learning contributes to the information propagation … 2) We introduce
the long–short-term residual learning strat- egy, which significantly reduces the difficulty of training … 
"
Fault diagnosis under variable working conditions based on STFT and transfer deep residual network,https://www.hindawi.com/journals/sv/2020/1274380/,Cited by 4,"https://scholar.google.com/scholar?q=related:XvXGsxW9VNgJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",263,All 5 versions,"Y Du, A Wang, S Wang, B He, G Meng - Shock and Vibration, 2020 - hindawi.com","… Moreover, since the residual learning is introducing, the TDRN can overcome the
problems of training difficulty and performance degradation existing in traditional DCNN
methods, thus further improving the classification accuracy … 
"
Bidirectional Deep Residual learning for Haze Removal.,http://openaccess.thecvf.com/content_CVPRW_2019/papers/Vision%20for%20All%20Seasons%20Bad%20Weather%20and%20Nighttime/Kim_Bidirectional_Deep_Residual_learning_for_Haze_Removal_CVPRW_2019_paper.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:cyPFPFUvYDYJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",264,All 3 versions,"G Kim, J Park, S Ha, J Kwon - CVPR Workshops, 2019 - openaccess.thecvf.com","Recently, low-level vision problems has been addressed using residual learning that can learn a discrepancy between hazy and haze-free images. Following this approach, in this paper, we present a new dehazing method based on the proposed bidirectional residual  …"
Random noise attenuation based on residual convolutional neural network in seismic datasets,https://ieeexplore.ieee.org/abstract/document/8986591/,Cited by 10,"https://scholar.google.com/scholar?q=related:c_VdWtqHrsAJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",265,All 2 versions,"L Yang, W Chen, W Liu, B Zha, L Zhu - Ieee Access, 2020 - ieeexplore.ieee.org","… In order to speed up network training, we added residual learning and batch normalization
methods to the network … The network used in [60] accelerates network iteration by introducing
residual learning and batch normalization [63]. However, the ReLU function used in 30272 … 
"
Quantum neural networks with deep residual learning,https://arxiv.org/abs/2012.07772,,"https://scholar.google.com/scholar?q=related:2eB71PbTVk8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",266,All 2 versions,"Y Liang, W Peng, ZJ Zheng, O Silvén… - arXiv preprint arXiv …, 2020 - arxiv.org","Inspired by the success of neural networks in the classical machine learning tasks, there has been tremendous effort to develop quantum neural networks (QNNs), especially for quantum data or tasks that are inherently quantum in nature. Currently, with the imminent advent of …"
Further analysis of the hippocampal amnesic syndrome: 14-year follow-up study of HM,https://www.sciencedirect.com/science/article/pii/0028393268900213,Cited by 1400,"https://scholar.google.com/scholar?q=related:BA-5AAz7dW8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",267,All 6 versions,"B Milner, S Corkin, HL Teuber - Neuropsychologia, 1968 - Elsevier","… Abstract. The report attempts to delineate certain residual learning capacities of
HM, a young man who became amnesic in 1953 following a bilateral removal in
the hippocampal zone. In addition to being able to acquire new … 
"
Multi-scale hierarchical residual network for dense captioning,https://www.jair.org/index.php/jair/article/view/11338,Cited by 7,"https://scholar.google.com/scholar?q=related:80zMDSAldWIJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",268,All 2 versions,"Y Tian, X Wang, J Wu, R Wang, B Yang - Journal of Artificial Intelligence …, 2019 - jair.org","… In this paper, we put forward a novel approach for dense captioning based on
hourglass-structured residual learning. Discriminant feature maps are obtained by incor-
porating dense connected networks and residual learning in our model … 
"
Modulation Recognition of Radar Signals Based on Adaptive Singular Value Reconstruction and Deep Residual Learning,https://www.mdpi.com/1424-8220/21/2/449,,"https://scholar.google.com/scholar?q=related:k-Fy3EBg6NwJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",269,All 3 versions,"K Chen, S Zhang, L Zhu, S Chen, H Zhao - Sensors, 2021 - mdpi.com",Automatically recognizing the modulation of radar signals is a necessary survival technique in electronic intelligence systems. In order to avoid the complex process of the feature extracting and realize the intelligent modulation recognition of various radar signals under …
High-order residual network for light field super-resolution,https://ojs.aaai.org/index.php/AAAI/article/view/6847,Cited by 7,"https://scholar.google.com/scholar?q=related:F5bdCH9ot_oJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",270,All 7 versions,"N Meng, X Wu, J Liu, E Lam - Proceedings of the AAAI Conference on …, 2020 - ojs.aaai.org","… all input views. After fully obtaining the local features learned from each HRB, our
model extracts the rep- resentative geometric features for spatio-angular upsampling
through the global residual learning. Additionally, a refine … 
"
Image superresolution using densely connected residual networks,https://ieeexplore.ieee.org/abstract/document/8424499/,Cited by 11,"https://scholar.google.com/scholar?q=related:lM5h0K80egoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",271,All 2 versions,"R Wen, K Fu, H Sun, X Sun… - IEEE Signal Processing …, 2018 - ieeexplore.ieee.org","… The significant performance improvement of our model is mainly due to the integration of dense
skip connection and residual learning … Subsequently, Kim et al. [5], [20] first introduce residual
learning for training much deeper networks to improve the reconstruction accuracy … 
"
Deep residual learning applied to real-gas thermodynamics,https://aip.scitation.org/doi/abs/10.1063/1.5079207,Cited by 2,"https://scholar.google.com/scholar?q=related:4kyWQezjbRkJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",272,All 2 versions,"Y Ge, M Hansinger, C Traxinger… - AIP Conference …, 2018 - aip.scitation.org","Deep learning has greatly changed the landscape of computer vision and machine learning. It is generally known as supervised learning with back propagation, which is very efficient for regression and classification problems. In this work, deep learning with residual mapping …"
Dynamic Temporal Residual Learning for Speech Recognition,https://ieeexplore.ieee.org/abstract/document/9054653/,,"https://scholar.google.com/scholar?q=related:fbq0zx2md9cJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",273,,"J Xie, R Yan, S Xiao, L Peng… - ICASSP 2020-2020 …, 2020 - ieeexplore.ieee.org",Long short-term memory (LSTM) networks have been widely used in automatic speech recognition (ASR). This paper proposes a novel dynamic temporal residual learning mechanism for LSTM networks to better explore temporal dependencies in sequential data …
ResPerfNet: Deep Residual Learning for Regressional Performance Modeling of Deep Neural Networks,https://arxiv.org/abs/2012.01671,,"https://scholar.google.com/scholar?q=related:3rC22k8bC5EJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",274,All 2 versions,"CC Wang, YC Liao, CH Tu, MC Kao, WY Liang… - arXiv preprint arXiv …, 2020 - arxiv.org","The rapid advancements of computing technology facilitate the development of diverse deep learning applications. Unfortunately, the efficiency of parallel computing infrastructures varies widely with neural network models, which hinders the exploration of the design space …"
Video super-resolution based on spatial-temporal recurrent residual networks,https://www.sciencedirect.com/science/article/pii/S1077314217301583,Cited by 37,"https://scholar.google.com/scholar?q=related:mkKFvPtPJS4J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",275,All 5 versions,"W Yang, J Feng, G Xie, J Liu, Z Guo, S Yan - Computer Vision and Image …, 2018 - Elsevier","… It follows a joint spatial-temporal residual learning and aims to predict the HR temporal residues
which further facilitate the predictions of spatial residues and HR frames … 3. Spatial-temporal
residual learning. In this section, we illustrate our spatial-temporal residual learning … 
"
Reliable and Rapid Traffic Congestion Detection Approach Based on Deep Residual Learning and Motion Trajectories,https://ieeexplore.ieee.org/abstract/document/9211398/,,"https://scholar.google.com/scholar?q=related:tkjWxoFjKnAJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",276,,"MA Abdelwahab, M Abdel-Nasser, M Hori - IEEE Access, 2020 - ieeexplore.ieee.org","Traffic congestion detection systems help manage traffic in crowded cities by analyzing videos of vehicles. Existing systems largely depend on texture and motion features. Such systems face several challenges, including illumination changes caused by variations in …"
Cued recall in amnesia,https://www.tandfonline.com/doi/abs/10.1080/01688638408401233,Cited by 526,"https://scholar.google.com/scholar?q=related:F7fu9pcXJfoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",277,All 7 versions,"H Buschke - Journal of Clinical and Experimental …, 1984 - Taylor & Francis","… When processing is controlled during learning, cued recall should be useful for 
neuropsychological evaluation of residual learning and memory capacity … Residual learning
capability in organic amnesia. Corter, 18. 417-440. Snodgrass, J. G., & Vanderwart, M. (1980) … 
"
Residual convolution network based steganalysis with adaptive content suppression,https://ieeexplore.ieee.org/abstract/document/8019304/,Cited by 17,"https://scholar.google.com/scholar?q=related:6Sju5CB69X8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",278,All 3 versions,"S Wu, S Zhong, Y Liu - 2017 IEEE International Conference on …, 2017 - ieeexplore.ieee.org","… Index Terms— Image steganalysis, convolutional neural network, residual learning, adaptive
content suppression 1. INTRODUCTION … In theory, we have proved that shortcut connections in
residual learning can effectively preserve the weak stego signal for the network … 
"
